Jurisdiction	Bill	Title	Status	Summary	Category	Links
Tennessee	H 1246	Consumer Protection	Pending - Carryover	Requires the office of the attorney general and reporter to submit to the chair of the house committee having jurisdiction over consumer protection and the chair of the commerce and labor committee of the senate a report on the number of investigations into violations of the Tennessee Consumer Protection Act of 1977 in which AI was used to effectuate an unfair or deceptive act or practice affecting the conduct of any trade or commerce between the specified date.	Criminal Use; Studies	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVE4yMDI1MDAwSDEyNDYifQ.4k8ltDh4klU7z-36myTQ_91FbiXgN9zcXVKgJjb-5ns
Tennessee	S 1363	Consumer Protection	Pending - Carryover	Requires the office of the attorney general and reporter; submits to the Chair of the House Committee having jurisdiction over consumer protection and the Chair of the Commerce and Labor Committee of the senate a report on the number of investigations into violations of the State Consumer Protection Act of 1977 in which AI was used to effectuate an unfair or deceptive act or practice affecting the conduct of any trade or commerce between the specified date, and a specified date.	Oversight/Governance; Criminal Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVE4yMDI1MDAwUzEzNjMifQ.lJtacIUQtIEdGQBeGhVt5Z8Ws0kdyokMyEF-GP64SH8
Texas	S 2795	Regulation of Digital Reporting By the Judicial Branch	Failed - Adjourned	Relates to the regulation of digital reporting by the Judicial Branch Certification Commission.	Judicial Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVFgyMDI1MDAwUzI3OTUifQ.ylFDADVS1CDZxURmPBeKG4fySQYeaE_W-B8i-26jpXo
Utah	H 163	Adult Probation and Parole Amendments	Enacted	Amends provisions related to the Division of Adult Probation and Parole within the Department of Corrections; establishes the Division of Adult Probation and Parole; amends provisions regarding the responsibility of the Department of Corrections to supervise individuals on probation or parole.	Judicial Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVVQyMDI1MDAwSDE2MyJ9.m3RwNSUfVB9cpxjMHjn__yav64M1Wi5Qy5nN6ReV4Uc
Utah	H 468	Automatic License Plate Reader Amendments	Failed	Modifies and establishes requirements for the use of automatic license plate reader systems; defines terms; provides for authorized uses for automatic license plate reader systems by law enforcement agencies; and other governmental entities; establishes reporting requirements regarding the use of automatic license plate reader systems for law enforcement agencies and other governmental entities.	Government Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVVQyMDI1MDAwSDQ2OCJ9.HCGfr5kae-Hv9ZX5QMOBUvyexjQdIlJB9NwUFilavxk
Utah	S 180	Law Enforcement Usage of AI	Enacted	Requires a law enforcement agency to have a policy concerning the agency’s use of generative AI; requires a police report or other law enforcement record to include a disclaimer if the report or record was created wholly or partially by using generative AI; requires the author of a police report or law enforcement record that was created wholly or partially by using generative AI to certify that the author has read and reviewed the report or record for accuracy.	Government Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVVQyMDI1MDAwUzE4MCJ9.hJnDk8DFVU37jTsu-wC-Kk3n9L9muQc0P-cxnBEbU5U
Utah	SJR 14	Landlords Antitrust Lawsuit	Failed	Calls on the state Attorney General to join the antitrust lawsuit against RealPage and landlords engaged in alleged price fixing actions.	Housing; Private Sector Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVVQyMDI1MDAwU0pSMTQifQ.-j9E7OUhV0uzRanLG4VPRfyTg3mpJSTXVLUovAiq_YI
Virginia	H 747	AI Developer Act	Failed	Relates to AI Developer Act established; relates to civil penalty; creates operating standards for developers and deployers, as those terms are defined in the bill, relating to AI, including avoiding certain risks, protecting against discrimination, providing disclosures, and conducting impact assessments and provides that the Office of the Attorney General shall enforce the provisions of the bill.	Private Sector Use; Impact Assessment ; Responsible Use; Health Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVkEyMDI0MDAwSDc0NyJ9.BTp71qqRSEee1lL9VfdcQe5BD8QM9nxGwBXTE2KGW_U
Virginia	H 1642	Criminal Justice Risk Assessments	Enacted	Relates to criminal justice risk assessments; relates to human oversight; requires that the recommendations or predictions provided by any AI-based tool, defined in the bill, utilized for criminal justice purposes, including recommendations or predictions related to pretrial release, sentencing, probation, or parole, shall be reviewed and approved by a qualified human decision maker prior to using any such recommendations or predictions in making or informing a final decision.	Government Use; Judicial Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVkEyMDI0MDAwSDE2NDIifQ.iBjf7csKdtMgGxfQ5r_UnrLhgOBMGPK3l-ieWuhASYU
Virginia	H 2433	Law Enforcement Agencies	Failed	Relates to law-enforcement agencies; relates to use of certain technologies and interrogation practices; relates to forensic laboratory accreditation; directs the Department of Criminal Justice Services to establish a comprehensive framework for the use of generative AI (AI), machine learning systems, audiovisual surveillance technologies, and custodial and noncustodial interrogations of adults and juveniles by law-enforcement agencies.	Government Use; Judicial Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVkEyMDI0MDAwSDI0MzMifQ.3PGVRVu0iK_Wv-BBdsPWWzekpMGoAkYD95LUTE1xv7Y
Virginia	H 2692	Custodial Interrogations	To Governor	Relates to custodial interrogations; relates to false statements to a child prohibited; relates to inauthentic replica documents; prohibits law-enforcement officers from intentionally making false statements or materially misrepresenting any fact, including by use of inauthentic replica documents, prior to or during a custodial interrogation of a child to secure the cooperation, confession, or conviction of such child; defines inauthentic replica documents as any documents, including computer.	Government Use; Judicial Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiVkEyMDI0MDAwSDI2OTIifQ.pttigdGkvJxliHSfsUVJ5nF_Yvr02PVdY-7pjZzFW4Y
Washington	SR 8651	Science Scientific Research	Adopted	Supports science, scientific research, and evidence-based decision making.	Education Use; Education/Training; Effect on Labor/Employment	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiV0EyMDI1MDAwU1I4NjUxIn0.YIbvpYwq0HikMvHgoHAqLPUWiaq_rZcx5J_zr7sr8XY
West Virginia	S 688	4th Amendment Restoration Act	Failed - Adjourned	The purpose of this bill is to require law enforcement officers and political subdivision officials from irresponsibly utilizing certain surveillance technologies and AI facial recognition technologies, setting forth legislative findings, providing definitions, establishing parameters for the responsible and constitutional use of these technologies.	Government Use; Responsible Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiV1YyMDI1MDAwUzY4OCJ9.sklSCywj-Kmvr1lGvN2LiNgydn3KUvB3z35ANfLLuno
Wisconsin	A 292		Pending	Concerns the use of AI or other machine assisted translation in court proceedings and of telephone or live audiovisual interpretation in criminal trials.	Judicial Use; Private Sector Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiV0kyMDI1MDAwQTI5MiJ9.V8XzgAvqH0CGZa65iEJbCBadLJK76X7PqSNa0sCa7aQ
Wisconsin	S 295	Use of Artificial Intelligence in Court Proceedings	Pending	Concerns the use of AI or other machine assisted translation in court proceedings and of telephone or live audiovisual interpretation in criminal trials.	Judicial Use	https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiV0kyMDI1MDAwUzI5NSJ9.AjQEWCypgZon5-0Is3PZiRTuAMLVNC6HqmaIIT5AlRs
